County Name,Ctfips,Geography Selector,LHD Name,CTPopulation,Average Yrsof Schooling,Good Air Quality Index,High Employment Access,High Health Care Access,Income Equality GINI,Job Participation High Labor Force,Less Deprived Area Townsend Index,LILA Food Access,More Affordability Index,More Walkability Environment Index,Pop WeightedDensity,Racial Dissimilarity Index,Stables Pop Churning
Campbell County,51031020401,Campbell County,Central Virginia LHD,5943,0.676426063,0.94529092,0.100637213,0.352218436,0.460188934,0.67,0.361636674,0.289902582,0.48048048,0.151742212,0.014656875,0.867832451,0.726463104
Campbell County,51031020402,Campbell County,Central Virginia LHD,2852,0.71488141,0.964113027,0.13081269,0.345695597,0.526450742,0.706,0.41922473,0.137518938,0.578578579,0.140665936,0.01462023,0.795015044,0.786259542
Campbell County,51031020403,Campbell County,Central Virginia LHD,5507,0.729523445,0.936269298,0.128299289,0.34279534,0.533603239,0.608,0.657782287,0.05786127,0.590590591,0.102697042,0.006609419,0.971828828,0.93129771
Campbell County,51031020500,Campbell County,Central Virginia LHD,7269,0.679039543,0.856805121,0.094171159,0.350306858,0.430364372,0.636,0.466964819,0.05786127,0.476476476,0.102769768,0.001712319,0.728970241,0.952926209
Campbell County,51031020600,Campbell County,Central Virginia LHD,3910,0.659066865,0.880658901,0.099290342,0.352152008,0.412550607,0.608,0.421751389,0.05786127,0.46046046,0.058632859,0.000675156,0.732607117,0.91221374
Campbell County,51031020700,Campbell County,Central Virginia LHD,3472,0.665807741,0.809869976,0.053569046,0.359377822,0.334952767,0.503,0.376274675,0.0533213,0.338338338,0.128916491,0.00800859,0.778903539,0.880407125
Campbell County,51031020800,Campbell County,Central Virginia LHD,2983,0.668943013,0.881942016,0.109353741,0.352859498,0.427935223,0.646,0.450483003,0.05786127,0.518518519,0.037629939,0.000396432,0.740495391,0.987277354
Campbell County,51031020900,Campbell County,Central Virginia LHD,3949,0.63914227,0.854435509,0.061330049,0.510627828,0.426855601,0.503,0.373899798,0.026829704,0.359359359,0.082165774,0.001013844,0.740576554,0.91475827
Lynchburg city,51680000100,Lynchburg city,Central Virginia LHD,4395,0.833369927,0.828801025,0.076147035,0.439092659,0.308636977,0.569,0.480989105,0.05985206,0.563563564,0.104025416,0.015290944,0.78112586,0.764631043
Lynchburg city,51680000201,Lynchburg city,Central Virginia LHD,6255,0.820761531,0.830035354,0.104405552,0.439092659,0.373819163,0.635,0.499846256,0.03221858,0.664664665,0.113020309,0.009829734,0.956521997,0.851145038
Lynchburg city,51680000202,Lynchburg city,Central Virginia LHD,6764,0.737916173,0.791775357,0.114175655,0.3381241,0.403508772,0.65,0.30127915,0.170385559,0.484484484,0.141935642,0.022878673,0.475197932,0.744274809
Lynchburg city,51680000203,Lynchburg city,Central Virginia LHD,2040,0.724305633,0.764493728,0.028729839,0.348758378,0.280026991,0.432,0.495088332,0.015302771,0.653653654,0.14150446,0.065960936,0.258204068,0.3956743
Lynchburg city,51680000300,Lynchburg city,Central Virginia LHD,3597,0.733567198,0.778547695,0.082689747,0.3381241,0.236977058,0.53,0.346914888,0.000126431,0.38038038,0.13887763,0.019207514,0.973355595,0.820610687
Lynchburg city,51680000400,Lynchburg city,Central Virginia LHD,3268,0.689941687,0.752294653,0.099703012,0.3381241,0.403373819,0.62,0.188677368,0.167451507,0.172172172,0.204771703,0.027939009,0.547319655,0.529262087
Lynchburg city,51680000500,Lynchburg city,Central Virginia LHD,371,0.64909433,0.585758607,0.029069767,0.348758378,0.28582996,0.523,0.173828847,0.510563346,0.732732733,0.320323477,0.019571743,0.375100729,0.564885496
Lynchburg city,51680000600,Lynchburg city,Central Virginia LHD,3628,0.612450388,0.728651892,0.056908832,0.348758378,0.282726046,0.526,0.196961577,0.480337275,0.179179179,0.389167341,0.06743895,0.917100857,0.530534351
Lynchburg city,51680000700,Lynchburg city,Central Virginia LHD,3410,0.652548003,0.721882495,0.087040619,0.348758378,0.371659919,0.648,0.145533441,3.01E-05,0.255255255,0.289635932,0.033895482,0.789654419,0.832061069
Lynchburg city,51680000801,Lynchburg city,Central Virginia LHD,2115,0.709432217,0.766049139,0.127566964,0.348758378,0.43022942,0.619,0.416601143,0.004426693,0.469469469,0.259534906,0.036948119,0.654023271,0.798982188
Lynchburg city,51680000802,Lynchburg city,Central Virginia LHD,3212,0.748548817,0.75118029,0.137895511,0.348758378,0.550202429,0.648,0.438103372,0.156441474,0.486486486,0.092033851,0.027960108,0.924844325,0.659033079
Lynchburg city,51680000900,Lynchburg city,Central Virginia LHD,6109,0.709902385,0.743708356,0.090347028,0.348758378,0.427395412,0.614,0.362887987,0.254171164,0.435435435,0.141298602,0.022589955,0.897574192,0.68956743
Lynchburg city,51680001000,Lynchburg city,Central Virginia LHD,2898,0.732986757,0.731813316,0.127436399,0.348758378,0.463157895,0.686,0.340495797,0.066697553,0.463463463,0.165361037,0.030636301,0.878310212,0.832061069
Lynchburg city,51680001100,Lynchburg city,Central Virginia LHD,1760,0.644114815,0.653020878,0.077906186,0.348758378,0.386504723,0.493,0.265919138,0.433926111,0.211211211,0.311308248,0.043781849,0.846522647,0.665394402
Lynchburg city,51680001400,Lynchburg city,Central Virginia LHD,5828,0.653216716,0.737164911,0.014389736,0.336592388,0.175168691,0.375,0.250534301,0.008589516,0.682682683,0.086868678,0.100826955,0.883739116,0.479643766
Lynchburg city,51680001600,Lynchburg city,Central Virginia LHD,8681,0.744902099,0.784530323,0.068474391,0.339504254,0.337786775,0.65,0.327758877,0.146315264,0.419419419,0.156292684,0.021774882,0.798154636,0.530534351
Lynchburg city,51680001700,Lynchburg city,Central Virginia LHD,4697,0.766901337,0.806375993,0.113238289,0.352218436,0.532118758,0.674,0.487602929,0.121002743,0.523523524,0.170926406,0.021588326,0.757959613,0.687022901
Lynchburg city,51680001800,Lynchburg city,Central Virginia LHD,2057,0.739929554,0.780738893,0.118731988,0.332840821,0.451821862,0.569,0.274636896,0.12866962,0.411411411,0.107725478,0.010800271,0.835210067,0.726463104
Lynchburg city,51680001900,Lynchburg city,Central Virginia LHD,5382,0.659401167,0.487657001,0.085922574,0.348758378,0.398245614,0.556,0.122664005,0.244788368,0.118118118,0.157288079,0.019371861,0.95764385,0.834605598
Chesapeake city,51550020001,Chesapeake city,Chesapeake LHD,1298,0.662224464,0.806359972,0.121546961,0.458285178,0.287179487,0.456,0.591220467,0.212991339,0.379379379,0.370688105,0.022416724,0.49749071,0.876590331
Chesapeake city,51550020002,Chesapeake city,Chesapeake LHD,4312,0.665547607,0.795052939,0.117407639,0.458326454,0.43805668,0.709,0.336339787,0.084545523,0.448448448,0.224025752,0.066224114,0.579739776,0.750636132
Chesapeake city,51550020003,Chesapeake city,Chesapeake LHD,5410,0.685423791,0.80521515,0.109244102,0.447383254,0.490148448,0.645,0.35877631,0.008485455,0.534534535,0.311144998,0.064039852,0.781112977,0.778625954
Chesapeake city,51550020100,Chesapeake city,Chesapeake LHD,4531,0.657399003,0.80500284,0.106964856,0.458326454,0.415519568,0.7,0.192875744,0.066697553,0.314314314,0.260583795,0.076381432,0.876154882,0.877862595
Chesapeake city,51550020200,Chesapeake city,Chesapeake LHD,4343,0.663323048,0.787950891,0.105756359,0.458326454,0.360188934,0.615,0.212124279,0.066697553,0.35035035,0.260843379,0.042811313,0.091468155,0.923664122
Chesapeake city,51550020300,Chesapeake city,Chesapeake LHD,1665,0.657595587,0.717458862,0.130769231,0.458326454,0.379487179,0.723,0.259607683,0.000825425,0.273273273,0.324974356,0.038482765,0.545342112,0.768447837
Chesapeake city,51550020400,Chesapeake city,Chesapeake LHD,3077,0.654686523,0.753160143,0.113107005,0.458326454,0.510526316,0.664,0.261929939,0.00321653,0.433433433,0.283110997,0.074182734,0.702875683,0.821882952
Chesapeake city,51550020500,Chesapeake city,Chesapeake LHD,1340,0.665900587,0.548768259,0.144769874,0.458326454,0.515249663,0.71,0.226212793,0.015433333,0.382382382,0.112326537,0.006630518,0.812430311,0.805343511
Chesapeake city,51550020600,Chesapeake city,Chesapeake LHD,3955,0.694486321,0.77569087,0.131751123,0.457059163,0.524966262,0.622,0.586133799,0.012288012,0.495495495,0.334226563,0.04135995,0.63916786,0.880407125
Chesapeake city,51550020700,Chesapeake city,Chesapeake LHD,5107,0.663339439,0.805007954,0.116118598,0.446911809,0.415654521,0.688,0.300617578,0.030821754,0.383383383,0.219131449,0.049915994,0.625836511,0.875318066
Chesapeake city,51550020804,Chesapeake city,Chesapeake LHD,7457,0.783333159,0.860911571,0.120665083,0.416134383,0.47611336,0.725,0.621274288,0.05786127,0.617617618,0.176852801,0.019661689,0.776676065,0.857506361
Chesapeake city,51550020805,Chesapeake city,Chesapeake LHD,5767,0.744551896,0.810169164,0.10737819,0.430773041,0.556680162,0.723,0.40867238,2.26E-05,0.512512513,0.258534568,0.027631414,0.889038031,0.835877863
Chesapeake city,51550020806,Chesapeake city,Chesapeake LHD,7225,0.772096278,0.810978199,0.117861704,0.430773041,0.523751687,0.728,0.431859315,0.033937044,0.583583584,0.271973047,0.043072269,0.83865241,0.731552163
Chesapeake city,51550020807,Chesapeake city,Chesapeake LHD,7460,0.782266268,0.831012035,0.13822749,0.426744798,0.544669366,0.716,0.509300103,0.016702446,0.598598599,0.196451081,0.057011792,0.886784405,0.773536896
Chesapeake city,51550020808,Chesapeake city,Chesapeake LHD,3922,0.758227891,0.911587557,0.10239521,0.446911809,0.549797571,0.679,0.455388533,0.009256905,0.574574575,0.237842788,0.056392159,0.85226461,0.886768448
Chesapeake city,51550020809,Chesapeake city,Chesapeake LHD,5063,0.721398965,0.895898058,0.106155811,0.440906851,0.511066127,0.639,0.44715797,0.066011608,0.577577578,0.211931742,0.027946783,0.912547095,0.882951654
Chesapeake city,51550020903,Chesapeake city,Chesapeake LHD,2739,0.700178712,0.797631878,0.118092429,0.440948127,0.523616734,0.673,0.532658204,0.214719484,0.553553554,0.288042864,0.018128153,0.650333574,0.884223919
Chesapeake city,51550020904,Chesapeake city,Chesapeake LHD,8535,0.792842224,0.838352665,0.133224649,0.431366378,0.493927126,0.677,0.409034364,0.01248874,0.554554555,0.250447452,0.025130673,0.660714711,0.800254453
Chesapeake city,51550020905,Chesapeake city,Chesapeake LHD,2827,0.70432092,0.947222396,0.114019521,0.440948127,0.528744939,0.71,0.347799371,0.065606225,0.548548549,0.252359908,0.034424058,0.938834383,0.842239186
Chesapeake city,51550020906,Chesapeake city,Chesapeake LHD,7423,0.739615455,0.850979922,0.116766268,0.431366378,0.513900135,0.686,0.403270394,0.066697553,0.560560561,0.25924931,0.044006161,0.598627572,0.617048346
Chesapeake city,51550021004,Chesapeake city,Chesapeake LHD,5960,0.752104866,0.874551925,0.132075472,0.3895187,0.456545209,0.709,0.492472844,0.05786127,0.604604605,0.205952421,0.033725583,0.841990401,0.927480916
Chesapeake city,51550021005,Chesapeake city,Chesapeake LHD,5411,0.748080119,0.85897551,0.089350136,0.428849855,0.569230769,0.552,0.61127711,0.074639477,0.611611612,0.26706659,0.019244159,0.640815598,0.772264631
Chesapeake city,51550021006,Chesapeake city,Chesapeake LHD,7557,0.786178674,0.866105431,0.118088261,0.416618082,0.483805668,0.66,0.530666966,0.072305817,0.66966967,0.172503512,0.022396736,0.584811821,0.908396947
Chesapeake city,51550021009,Chesapeake city,Chesapeake LHD,4013,0.780295525,0.876241678,0.140586878,0.366855159,0.554251012,0.735,0.648506801,0.031145371,0.613613614,0.128277348,0.014015033,0.800254568,0.940203562
Chesapeake city,51550021010,Chesapeake city,Chesapeake LHD,5653,0.767820436,0.909169611,0.128100114,0.40720724,0.545209177,0.706,0.642029467,0.036836194,0.60960961,0.30619019,0.045405332,0.872167587,0.819338422
Chesapeake city,51550021011,Chesapeake city,Chesapeake LHD,3427,0.808099714,0.943811899,0.122914307,0.3897541,0.624696356,0.689,0.622355056,0.019009621,0.690690691,0.162683252,0.04233826,0.281372892,0.91221374
Chesapeake city,51550021012,Chesapeake city,Chesapeake LHD,5930,0.76399298,0.909684235,0.136855726,0.386949293,0.55802969,0.737,0.610484344,0.009925248,0.597597598,0.162497463,0.03702585,0.760842833,0.871501272
Chesapeake city,51550021013,Chesapeake city,Chesapeake LHD,4883,0.782775481,0.954174471,0.143574935,0.375165102,0.592307692,0.741,0.617417463,0.046058328,0.627627628,0.162814313,0.042162808,0.846458232,0.945292621
Chesapeake city,51550021101,Chesapeake city,Chesapeake LHD,5021,0.775121005,0.857823418,0.129733656,0.386949293,0.564777328,0.692,0.626631386,0.018997999,0.62962963,0.148270213,0.024557679,0.387035559,0.919847328
Chesapeake city,51550021102,Chesapeake city,Chesapeake LHD,9254,0.710994326,0.877300908,0.0840737,0.327170582,0.502294197,0.39,0.733910446,0.05786127,0.584584585,0.101102205,0.001672343,0.585318124,0.776081425
Chesapeake city,51550021200,Chesapeake city,Chesapeake LHD,6071,0.732613955,0.858143103,0.118516675,0.345737518,0.477597841,0.695,0.48818333,0.000310573,0.536536537,0.085249866,0.000941665,0.886249888,0.755725191
Chesapeake city,51550021301,Chesapeake city,Chesapeake LHD,5178,0.723601306,0.859961077,0.126908703,0.461909049,0.515384615,0.658,0.502089347,0.101899752,0.545545546,0.070874359,0.015645179,0.389954851,0.970737913
Chesapeake city,51550021302,Chesapeake city,Chesapeake LHD,8935,0.759757817,0.848738487,0.156041702,0.44063598,0.585155196,0.717,0.554173247,0.025215693,0.553553554,0.148218624,0.016400287,0.835383988,0.874045802
Chesapeake city,51550021401,Chesapeake city,Chesapeake LHD,1944,0.720590301,0.785792491,0.10499343,0.458735986,0.545614035,0.7,0.545326027,0.072088393,0.555555556,0.151494982,0.014198258,0.767807394,0.765903308
Chesapeake city,51550021402,Chesapeake city,Chesapeake LHD,6645,0.713054484,0.810894904,0.118021201,0.458735986,0.526450742,0.717,0.392520637,0.058985351,0.58958959,0.147949356,0.025367199,0.646172358,0.842239186
Chesapeake city,51550021403,Chesapeake city,Chesapeake LHD,4768,0.660366662,0.830173339,0.094753328,0.460555338,0.428609987,0.64,0.368200531,0.156438053,0.399399399,0.268617685,0.041899631,0.40475873,0.796437659
Chesapeake city,51550021404,Chesapeake city,Chesapeake LHD,7340,0.70937591,0.818609551,0.109348645,0.463297587,0.445074224,0.629,0.481256036,0.107882886,0.428428428,0.206340161,0.046068273,0.57456209,0.888040712
Chesapeake city,51550021501,Chesapeake city,Chesapeake LHD,11100,0.74589101,0.822935815,0.109683502,0.468918811,0.422267206,0.692,0.374584394,0.169031757,0.544544545,0.159114853,0.030579668,0.79992734,0.801526718
Chesapeake city,51550021502,Chesapeake city,Chesapeake LHD,7958,0.744924099,0.831735078,0.103335602,0.470606597,0.490688259,0.673,0.551470604,0.009956716,0.562562563,0.186931143,0.019241938,0.684388549,0.743002545
Chesapeake city,51550021601,Chesapeake city,Chesapeake LHD,8336,0.776992857,0.830799232,0.127941406,0.471216057,0.521592443,0.737,0.558784705,0.023081081,0.64964965,0.157969497,0.03369449,0.599144181,0.861323155
Chesapeake city,51550021602,Chesapeake city,Chesapeake LHD,6757,0.71814242,0.796986481,0.135258166,0.472495602,0.459244265,0.704,0.359645034,0.066697553,0.415415415,0.251208241,0.056216707,0.936168628,0.792620865
Chesterfield County,51041100106,Chesterfield County,Chesterfield LHD,3006,0.79749664,0.74968431,0.096787651,0.507668237,0.51120108,0.632,0.775237193,0.051100966,0.630630631,0.088718024,0.015605203,0.938611636,0.889312977
Chesterfield County,51041100107,Chesterfield County,Chesterfield LHD,2136,0.707545009,0.708941253,0.135354691,0.509214783,0.482726046,0.823,0.308506108,0.066697553,0.392392392,0.173653109,0.020032581,0.962102406,0.599236641
Chesterfield County,51041100205,Chesterfield County,Chesterfield LHD,7717,0.6370453,0.710859529,0.116657982,0.507419293,0.482186235,0.758,0.332525249,0.066697553,0.482482482,0.132391161,0.070551551,0.698616557,0.750636132
Chesterfield County,51041100206,Chesterfield County,Chesterfield LHD,5457,0.710223564,0.733937012,0.144068604,0.509214783,0.503373819,0.721,0.521019652,0.023240394,0.564564565,0.141710751,0.024936343,0.763522501,0.900763359
Chesterfield County,51041100208,Chesterfield County,Chesterfield LHD,2737,0.811836338,0.7799644,0.106177427,0.509813279,0.408232119,0.639,0.618141407,0.008542051,0.645645646,0.062245969,0.017988236,0.592653715,0.96437659
Chesterfield County,51041100209,Chesterfield County,Chesterfield LHD,5882,0.769670288,0.786736217,0.119813803,0.509813279,0.551417004,0.689,0.51123039,0.021853926,0.568568569,0.119432716,0.025430495,0.657365126,0.940203562
Chesterfield County,51041100210,Chesterfield County,Chesterfield LHD,1623,0.647989755,0.952960405,0.173863636,0.509214783,0.519433198,0.776,0.415437653,0.085366885,0.368368368,0.156058043,0.013880668,0.756153414,0.858778626
Chesterfield County,51041100300,Chesterfield County,Chesterfield LHD,1844,0.632406894,0.610254302,0.131717172,0.50415207,0.50634278,0.68,0.39078219,0.142386974,0.396396396,0.070211774,0.017964916,0.768536573,0.888040712
Chesterfield County,51041100403,Chesterfield County,Chesterfield LHD,5076,0.768761807,0.770041807,0.101638518,0.503917315,0.380296896,0.664,0.488468251,0.10856278,0.661661662,0.107787519,0.006168569,0.884268608,0.833333333
Chesterfield County,51041100404,Chesterfield County,Chesterfield LHD,2500,0.534425209,0.666817591,0.095076923,0.499914869,0.508906883,0.739,0.183461957,0.047330793,0.293293293,0.142868095,0.029049463,0.748530531,0.698473282
Chesterfield County,51041100405,Chesterfield County,Chesterfield LHD,2373,0.588493695,0.719687278,0.11871345,0.50042372,0.466666667,0.648,0.281750459,0.066697553,0.329329329,0.087477402,0.038945824,0.796000595,0.835877863
Chesterfield County,51041100406,Chesterfield County,Chesterfield LHD,1301,0.663377394,0.751365636,0.090160183,0.499914869,0.368151147,0.668,0.296752854,0.097413965,0.079079079,0.170464637,0.009026876,0.856278959,0.832061069
Chesterfield County,51041100407,Chesterfield County,Chesterfield LHD,2731,0.619187834,0.756165552,0.102705061,0.49924801,0.484615385,0.544,0.400661631,0.187708102,0.393393393,0.142526869,0.012198331,0.60418273,0.866412214
Chesterfield County,51041100409,Chesterfield County,Chesterfield LHD,6174,0.681591216,0.790597731,0.126987952,0.501867722,0.516059379,0.649,0.516242122,0.06456799,0.560560561,0.147814221,0.019661689,0.760008013,0.89821883
Chesterfield County,51041100410,Chesterfield County,Chesterfield LHD,1827,0.729949287,0.973491821,0.07281986,0.502534581,0.46585695,0.585,0.482580464,0.307823982,0.345345345,0.205689931,0.032116535,0.627480384,0.870229008
Chesterfield County,51041100505,Chesterfield County,Chesterfield LHD,5043,0.74369602,0.774488331,0.115145535,0.498915225,0.541835358,0.704,0.449809112,0.064743108,0.603603604,0.157015172,0.016981055,0.687775495,0.753180662
Chesterfield County,51041100506,Chesterfield County,Chesterfield LHD,6722,0.716509301,0.775409468,0.09237866,0.497143598,0.38097166,0.695,0.335767685,0.215223888,0.548548549,0.088283235,0.022340103,0.605514834,0.913486005
Chesterfield County,51041100507,Chesterfield County,Chesterfield LHD,6460,0.755144624,0.892115947,0.117910448,0.496235534,0.531848853,0.694,0.648308361,0.17484792,0.606606607,0.14123212,0.018444632,0.523568519,0.907124682
Chesterfield County,51041100508,Chesterfield County,Chesterfield LHD,5151,0.704102063,0.905200735,0.103667855,0.498738514,0.504453441,0.649,0.394251077,0.069394045,0.561561562,0.135604944,0.018617863,0.740031602,0.8956743
Chesterfield County,51041100509,Chesterfield County,Chesterfield LHD,6969,0.766585877,0.851876259,0.101422688,0.497084909,0.609851552,0.685,0.684549734,0.061440248,0.636636637,0.09142132,0.007876447,0.840459898,0.917302799
Chesterfield County,51041100510,Chesterfield County,Chesterfield LHD,3340,0.741117391,0.90158799,0.109433962,0.487993308,0.589473684,0.721,0.476651313,0.080969513,0.61961962,0.151323451,0.021312934,0.587387137,0.893129771
Chesterfield County,51041100600,Chesterfield County,Chesterfield LHD,3627,0.714499895,0.787030248,0.05122399,0.473808682,0.485290148,0.431,0.249725518,0.019173657,0.465465465,0.117779444,0.056676435,0.024668407,0.680661578
Chesterfield County,51041100701,Chesterfield County,Chesterfield LHD,5177,0.683697226,0.810147438,0.109433962,0,0.503778677,0.67,0.452818179,0.126046143,0.52952953,0.054894164,0.015958327,0.782586795,0.890585242
Chesterfield County,51041100702,Chesterfield County,Chesterfield LHD,1891,0.720153569,0.800194399,0.221447368,0.478023955,0.593117409,0.708,0.617237903,0.05786127,0.572572573,0.14520392,0.002135402,0.644738478,0.979643766
Chesterfield County,51041100703,Chesterfield County,Chesterfield LHD,7902,0.70986846,0.848478191,0.092828622,0.503005381,0.41511471,0.672,0.505079302,0.05786127,0.5995996,0.07389327,0.001720092,0.788149683,0.910941476
Chesterfield County,51041100804,Chesterfield County,Chesterfield LHD,4413,0.731284589,0.744893327,0.111987382,0.501087355,0.52537112,0.61,0.506522348,0.035127032,0.564564565,0.133244176,0.025739201,0.696018052,0.916030534
Chesterfield County,51041100805,Chesterfield County,Chesterfield LHD,5811,0.682855944,0.759566845,0.100562041,0.506905283,0.555870445,0.645,0.478074504,1.37E-05,0.496496496,0.146309106,0.026726394,0.763308643,0.927480916
Chesterfield County,51041100806,Chesterfield County,Chesterfield LHD,3525,0.670303583,0.743139828,0.131653076,0.500633968,0.452226721,0.698,0.269896274,0.066697553,0.343343343,0.173266638,0.070649271,0.780686549,0.832061069
Chesterfield County,51041100807,Chesterfield County,Chesterfield LHD,1818,0.672638795,0.772242283,0.11899696,0.499914869,0.537516869,0.652,0.551651003,0.006456725,0.524524525,0.155202423,0.012894586,0.844567005,0.961832061
Chesterfield County,51041100812,Chesterfield County,Chesterfield LHD,5682,0.750391535,0.778738961,0.11295725,0.509813279,0.548448043,0.659,0.633946952,0.076972076,0.578578579,0.10375301,0.018350244,0.786726109,0.870229008
Chesterfield County,51041100814,Chesterfield County,Chesterfield LHD,3088,0.660836231,0.753668739,0.13553579,0.506186184,0.547368421,0.712,0.520181428,0.291775298,0.461461461,0.13903507,0.019523993,0.884706631,0.769720102
Chesterfield County,51041100815,Chesterfield County,Chesterfield LHD,4098,0.727207128,0.780624807,0.141114551,0.49849086,0.602968961,0.733,0.609002192,0.13199013,0.582582583,0.131631107,0.020842101,0.75470665,0.861323155
Chesterfield County,51041100816,Chesterfield County,Chesterfield LHD,4919,0.701178623,0.782981648,0.116252588,0.49849086,0.6365722,0.732,0.481098077,0.119537262,0.583583584,0.079582119,0.032993794,0.728023339,0.81043257
Chesterfield County,51041100817,Chesterfield County,Chesterfield LHD,3715,0.692596118,0.749525113,0.086859396,0.506186184,0.560458839,0.485,0.393209314,0.01684787,0.467467467,0.128037097,0.034767188,0.602238682,0.715012723
Chesterfield County,51041100818,Chesterfield County,Chesterfield LHD,4279,0.737623802,0.887269295,0.121994885,0.509129652,0.542510121,0.799,0.523125771,0.228390074,0.571571572,0.048935813,0.018836622,0.723676608,0.823155216
Chesterfield County,51041100819,Chesterfield County,Chesterfield LHD,6549,0.713753039,0.854389506,0.103496785,0.507419293,0.414709852,0.653,0.488596925,0.053511356,0.422422422,0.136621677,0.018541242,0.671407618,0.937659033
Chesterfield County,51041100820,Chesterfield County,Chesterfield LHD,2669,0.69185536,0.942170057,0.133628754,0.507419293,0.54197031,0.773,0.413151569,0.066212138,0.587587588,0.108646812,0.008099648,0.653032566,0.900763359
Chesterfield County,51041100821,Chesterfield County,Chesterfield LHD,4843,0.756783134,0.852010969,0.103064202,0.508972289,0.460458839,0.652,0.576595501,0.090860256,0.607607608,0.096490694,0.002190925,0.853565795,0.917302799
Chesterfield County,51041100822,Chesterfield County,Chesterfield LHD,4447,0.785432471,0.922585769,0.13106961,0.502108926,0.530769231,0.715,0.588051622,0.026005844,0.678678679,0.10649868,0.004953733,0.924548402,0.96692112
Chesterfield County,51041100823,Chesterfield County,Chesterfield LHD,5547,0.783465268,0.887513975,0.091191237,0.501110572,0.50877193,0.688,0.515822276,0.01375694,0.651651652,0.131937072,0.01834025,0.573937264,0.853689567
Chesterfield County,51041100902,Chesterfield County,Chesterfield LHD,3701,0.826897898,0.754023942,0.098427888,0.510814213,0.506747638,0.655,0.636863397,0.039150657,0.643643644,0.206948284,0.021614977,0.773383165,0.924936387
Chesterfield County,51041100907,Chesterfield County,Chesterfield LHD,2663,0.731146054,0.753739418,0.079774306,0.511346927,0.446963563,0.59,0.325935334,0.208186616,0.570570571,0.141739535,0.016856684,0.959371592,0.806615776
Chesterfield County,51041100910,Chesterfield County,Chesterfield LHD,5275,0.723376351,0.780802222,0.131695683,0.511940264,0.506477733,0.76,0.550327252,0.060137075,0.585585586,0.111307,0.026296649,0.627324499,0.91475827
Chesterfield County,51041100912,Chesterfield County,Chesterfield LHD,6334,0.807161392,0.806287148,0.112236977,0.512755457,0.560863698,0.677,0.587922001,0.021878071,0.600600601,0.190289177,0.01998261,0.840735595,0.904580153
Chesterfield County,51041100915,Chesterfield County,Chesterfield LHD,4124,0.744639841,0.781416517,0.110301583,0.512187918,0.538326586,0.68,0.508704587,0.066697553,0.54954955,0.184326819,0.023231797,0.73949438,0.833333333
Chesterfield County,51041100919,Chesterfield County,Chesterfield LHD,6444,0.721666178,0.799859985,0.132241599,0.511940264,0.558299595,0.787,0.47592732,0.063921463,0.575575576,0.111817186,0.014466988,0.746925306,0.809160305
Chesterfield County,51041100920,Chesterfield County,Chesterfield LHD,846,0.760917609,0.766038895,0.122651934,0.512941198,0.470040486,0.691,0.367189399,0.001200726,0.394394394,0.176996117,0.006750447,0.686143217,0.835877863
Chesterfield County,51041100921,Chesterfield County,Chesterfield LHD,6262,0.749491767,0.76093643,0.1376542,0.510814213,0.567881242,0.741,0.549336803,0.168089515,0.573573574,0.181424376,0.049849367,0.619852348,0.853689567
Chesterfield County,51041100922,Chesterfield County,Chesterfield LHD,5212,0.724947608,0.729675313,0.123594402,0.511346927,0.571929825,0.705,0.531090547,0.184256355,0.571571572,0.191685436,0.023353947,0.605134785,0.82697201
Chesterfield County,51041100923,Chesterfield County,Chesterfield LHD,2304,0.765210495,0.68172829,0.133788755,0.509813279,0.49122807,0.665,0.60943107,0.177406228,0.518518519,0.128640211,0.025794724,0.652781347,0.905852417
Chesterfield County,51041100924,Chesterfield County,Chesterfield LHD,4396,0.861369284,0.827234147,0.095541039,0.492014457,0.405937922,0.647,0.596878915,0.042228905,0.664664665,0.149440079,0.009937448,0.745841844,0.834605598
Chesterfield County,51041100926,Chesterfield County,Chesterfield LHD,5932,0.855445784,0.804582427,0.103242886,0.504016634,0.326990553,0.61,0.53187997,0.025361741,0.696696697,0.147955734,0.011666424,0.834786216,0.900763359
Chesterfield County,51041100927,Chesterfield County,Chesterfield LHD,8041,0.785087332,0.826790118,0.107649024,0.512755457,0.520782726,0.673,0.568492729,0.083355204,0.562562563,0.147764234,0.017886074,0.911237923,0.838422392
Chesterfield County,51041100928,Chesterfield County,Chesterfield LHD,5753,0.797014818,0.813949827,0.081101008,0.508666591,0.407152497,0.661,0.483448244,0.089149129,0.521521522,0.123138554,0.010458251,0.849090233,0.750636132
Chesterfield County,51041100929,Chesterfield County,Chesterfield LHD,6658,0.815978382,0.81309871,0.108851529,0.512755457,0.493522267,0.683,0.585003477,0.085993753,0.651651652,0.136479664,0.028619717,0.762744367,0.894402036
Chesterfield County,51041100930,Chesterfield County,Chesterfield LHD,3355,0.831506789,0.775296669,0.119968799,0.512755457,0.580026991,0.723,0.620844111,0.033061157,0.681681682,0.192645871,0.028752972,0.714028514,0.945292621
Chesterfield County,51041100931,Chesterfield County,Chesterfield LHD,5538,0.816404551,0.781215509,0.119390077,0.513473911,0.543724696,0.683,0.729393068,0.014335437,0.657657658,0.140664868,0.020436786,0.890483764,0.96692112
Chesterfield County,51041100932,Chesterfield County,Chesterfield LHD,3767,0.781095312,0.796528286,0.134849596,0.513473911,0.522132254,0.796,0.545540975,0.021136525,0.63963964,0.17803786,0.036145261,0.865116711,0.918575064
